Run	Assay Type	BioSample	Center Name	Consent	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	DATASTORE filetype	DATASTORE provider	DATASTORE region	AvgSpotLen	Bases	create_date	version	BioProject	sub_species		tissue	Library Name	source_name	BREED	sex	age	GEO_Accession (exp)	treatment	BioSampleModel	cell_type	collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	cell_line	dev_stage	disease	sample_type	Sample_name	strain	isolate	AssemblyName	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	common_name	diagnosis	INSDC_center_name	INSDC_status	Submitter_Id	Cultivar	ecotype	INSDC_last_update	BIOMATERIAL_PROVIDER	external_id	genotype	tumor_grade	INSDC_first_public	date_of_surgery	ER_Allred_score	ER_status	lymphatic_vessel_invasion	Neuter_status	Scientific_Name	disease_state	ena_first_public	ena_last_update	Sample_id	dog_id	replicate	HER2_Score(Hercep_test_Score)	survival_status(until_2018-08-01)	ENA_first_public	isolation_source	Broker_name	phenotype	health_state	time	individual	Specimen_voucher	developmental_stage	INSDC_center_alias	tumor_location	tumor_type	geographic_location_(country_and/or_sea)	organism_part	ena_last_update	histopathological_classification	patient_id	store_cond	date_of_death	disease_stage	intentional_duplicate (run)	description	death_date	dethist	goldschmidt	histology	library_prep	patient_number	repselect	rin	sequencing_run	simhist	tumor_diameter	cell_line_short_name	Survival	collected_by	tumor	birth_date	Group	prep_type	library_prep_batch	organism_common_name	infection	tissue_type	genotype/variation	id	In-house_label (run)	library_name	birth_location	gender	developmental_age	Pedigree	sex_chromosomes	estimated_age	estimated_breed	Institution	Biological_Replicate	date_of_diagnosis	sampling_site	treatment_regime	storage_conditions	cell_passage	stimulus	Experimental_Factor:_phenotype (exp)	Alternate_Taxon_ID	location_of_metastasis	breeding_method	tissue_preservation	date_of_PD	immunophenotype	nature
SRR10362453	RNA-Seq	SAMN13133787	THE JACKSON LABORATORY	public	SRX7070521	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_6E45	SRP227117	1112337139	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	6679677130	2019-10-30T01:46:00Z	1	PRJNA579792	familiaris		Brain	i_6E45-T1-A1-M03		Boston Terrier	male	9			Model organism or animal								glioma				i_6E45	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351660	RNA-Seq	SAMN13133746	THE JACKSON LABORATORY	public	SRX7061442	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_E7AB	SRP227117	6665356308	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	250	22345679607	2019-10-27T08:23:00Z	1	PRJNA579792	familiaris		Brain	i_E7AB-T6-A2-J03		Boston Terrier	male	10			Model organism or animal								glioma				i_E7AB	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351661	RNA-Seq	SAMN13133746	THE JACKSON LABORATORY	public	SRX7061441	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_E7AB	SRP227117	6394166229	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	246	20566490779	2019-10-27T08:46:00Z	1	PRJNA579792	familiaris		Brain	i_E7AB-T1-A2-J03		Boston Terrier	male	10			Model organism or animal								glioma				i_E7AB	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351673	RNA-Seq	SAMN13133773	THE JACKSON LABORATORY	public	SRX7061429	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_A71E	SRP227117	6127414371	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	283	18206919078	2019-10-27T06:39:00Z	1	PRJNA579792	familiaris		Brain	i_A71E-T6-A1-J03		Boston Terrier	not collected	8			Model organism or animal								glioma				i_A71E	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351674	RNA-Seq	SAMN13133773	THE JACKSON LABORATORY	public	SRX7061428	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_A71E	SRP227117	10133352706	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	277	32100701075	2019-10-30T09:42:00Z	1	PRJNA579792	familiaris		Brain	i_A71E-T1-A1-J03		Boston Terrier	not collected	8			Model organism or animal								glioma				i_A71E	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10362446	RNA-Seq	SAMN13133788	THE JACKSON LABORATORY	public	SRX7070528	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_FC65	SRP227117	1856756567	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	10101803685	2019-10-30T15:56:00Z	1	PRJNA579792	familiaris		Brain	i_FC65-T1-A1-M03		Boston Terrier	male	9			Model organism or animal								glioma				i_FC65	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10362458	RNA-Seq	SAMN13133790	THE JACKSON LABORATORY	public	SRX7070516	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_2C4F	SRP227117	1257843298	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	7142206602	2019-10-30T11:11:00Z	1	PRJNA579792	familiaris		Brain	i_2C4F-T1-A1-M03		Boston Terrier (JAXH)	male	12			Model organism or animal								glioma				i_2C4F	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10362454	RNA-Seq	SAMN13133792	THE JACKSON LABORATORY	public	SRX7070520	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_6638	SRP227117	1472467056	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	8480551319	2019-10-30T11:32:00Z	1	PRJNA579792	familiaris		Brain	i_6638-T1-A1-M03		Boxer	female	9			Model organism or animal								glioma				i_6638	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351662	RNA-Seq	SAMN13133759	THE JACKSON LABORATORY	public	SRX7061440	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_E271	SRP227117	3055583328	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	13390914612	2019-10-27T08:50:00Z	1	PRJNA579792	familiaris		Brain	i_E271-T1-A1-J03		Boxer	male	8			Model organism or animal								glioma				i_E271	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351665	RNA-Seq	SAMN13133755	THE JACKSON LABORATORY	public	SRX7061437	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_D756	SRP227117	5664215371	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	23490916026	2019-10-27T09:43:00Z	1	PRJNA579792	familiaris		Brain	i_D756-T1-A1-J03		Boxer	female	12			Model organism or animal								glioma				i_D756	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351666	RNA-Seq	SAMN13133760	THE JACKSON LABORATORY	public	SRX7061436	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_D026	SRP227117	1660605906	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	8779926133	2019-10-27T09:09:00Z	1	PRJNA579792	familiaris		Brain	i_D026-T1-A1-J03		Boxer	male	5			Model organism or animal								glioma				i_D026	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351668	RNA-Seq	SAMN13133758	THE JACKSON LABORATORY	public	SRX7061434	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_BF76	SRP227117	2041551738	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	8227461221	2019-10-27T09:06:00Z	1	PRJNA579792	familiaris		Brain	i_BF76-T1-A1-J03		Boxer	male	6			Model organism or animal								glioma				i_BF76	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351669	RNA-Seq	SAMN13133825	THE JACKSON LABORATORY	public	SRX7061433	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_B813	SRP227117	1269330643	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	227	4127471802	2019-10-27T06:18:00Z	1	PRJNA579792	familiaris		Brain	i_B813-T6-A2-J03		Boxer	male	8			Model organism or animal								glioma				i_B813	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351670	RNA-Seq	SAMN13133825	THE JACKSON LABORATORY	public	SRX7061432	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_B813	SRP227117	3589799994	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	230	12404407817	2019-10-27T07:22:00Z	1	PRJNA579792	familiaris		Brain	i_B813-T1-A2-J03		Boxer	male	8			Model organism or animal								glioma				i_B813	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351676	RNA-Seq	SAMN13133757	THE JACKSON LABORATORY	public	SRX7061426	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_92AC	SRP227117	7642206302	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	44873767980	2019-11-03T02:13:00Z	1	PRJNA579792	familiaris		Brain	i_92AC-T1-A1-J03		Boxer	male	9			Model organism or animal								glioma				i_92AC	GCA_000002285.2											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351680	RNA-Seq	SAMN13133761	THE JACKSON LABORATORY	public	SRX7061422	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_607E	SRP227117	1310993681	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	7776836092	2019-10-27T07:02:00Z	1	PRJNA579792	familiaris		Brain	i_607E-T1-A1-J03		Boxer	female	9			Model organism or animal								glioma				i_607E	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351685	RNA-Seq	SAMN13133756	THE JACKSON LABORATORY	public	SRX7061417	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_22C7	SRP227117	3161688726	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	13875792848	2019-10-27T09:10:00Z	1	PRJNA579792	familiaris		Brain	i_22C7-T1-A1-J03		Boxer	female	8			Model organism or animal								glioma				i_22C7	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10362447	RNA-Seq	SAMN13133793	THE JACKSON LABORATORY	public	SRX7070527	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_E952	SRP227117	1464638130	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	7853355055	2019-10-30T15:07:00Z	1	PRJNA579792	familiaris		Brain	i_E952-T1-A1-M03		Boxer	female	7			Model organism or animal								glioma				i_E952	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10362459	RNA-Seq	SAMN13133791	THE JACKSON LABORATORY	public	SRX7070515	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_03A6	SRP227117	1893510253	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	10784316383	2019-10-30T16:12:00Z	1	PRJNA579792	familiaris		Brain	i_03A6-T1-A1-M03		Boxer	female	11			Model organism or animal								glioma				i_03A6	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351678	RNA-Seq	SAMN13133764	THE JACKSON LABORATORY	public	SRX7061424	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_6B06	SRP227117	3162528368	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	14121255063	2019-10-27T10:07:00Z	1	PRJNA579792	familiaris		Brain	i_6B06-T1-A1-J03		BullDog	female	9			Model organism or animal								glioma				i_6B06	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10362448	RNA-Seq	SAMN13133797	THE JACKSON LABORATORY	public	SRX7070526	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_D732	SRP227117	1328963185	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	8144170742	2019-10-29T23:47:00Z	1	PRJNA579792	familiaris		Brain	i_D732-T1-A1-M03		Cocker Spaniel	female	7			Model organism or animal								glioma				i_D732	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351687	RNA-Seq	SAMN13133767	THE JACKSON LABORATORY	public	SRX7061415	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_1C36	SRP227117	2128989722	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	11002331778	2019-10-27T10:09:00Z	1	PRJNA579792	familiaris		Brain	i_1C36-T1-A1-J03		Dalmatian	female	12			Model organism or animal								glioma				i_1C36	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351681	RNA-Seq	SAMN13133765	THE JACKSON LABORATORY	public	SRX7061421	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_5CE5	SRP227117	2426722930	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	8924978236	2019-10-27T07:26:00Z	1	PRJNA579792	familiaris		Brain	i_5CE5-T1-A1-J03		French Bull Dog	male	5			Model organism or animal								glioma				i_5CE5	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351663	RNA-Seq	SAMN13133777	THE JACKSON LABORATORY	public	SRX7061439	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_DCD0	SRP227117	1391899800	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	245	4404786709	2019-10-27T06:28:00Z	1	PRJNA579792	familiaris		Brain	i_DCD0-T1-A2-J03		French bulldog	male	12			Model organism or animal								glioma				i_DCD0	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351688	RNA-Seq	SAMN13133766	THE JACKSON LABORATORY	public	SRX7061414	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_157E	SRP227117	2810828969	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	11512855981	2019-10-28T15:22:00Z	1	PRJNA579792	familiaris		Brain	i_157E-T1-A1-J03		French Bulldog	male	3			Model organism or animal								glioma				i_157E	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351682	RNA-Seq	SAMN13133768	THE JACKSON LABORATORY	public	SRX7061420	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_42D9	SRP227117	1723952754	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	8825515458	2019-10-27T17:31:00Z	1	PRJNA579792	familiaris		Brain	i_42D9-T1-A1-J03		G Ret	male	8			Model organism or animal								glioma				i_42D9	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
SRR10351671	RNA-Seq	SAMN13133769	THE JACKSON LABORATORY	public	SRX7061431	Illumina HiSeq 4000	PAIRED	other	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-01-28T00:00:00Z	i_B02B	SRP227117	2043561852	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	151	10728107624	2019-10-27T09:54:00Z	1	PRJNA579792	familiaris		Brain	i_B02B-T1-A1-J03		Jack Russell Terrier	male	12			Model organism or animal								glioma				i_B02B	AAEX03											"Roel Verhaak\, The Jackson Laboratory\, 10 Discovery Dr\, Farmington\, CT 06032"																																																																																									
