Run	Assay Type	BioSample	Center Name	Consent	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	DATASTORE filetype	DATASTORE provider	DATASTORE region	AvgSpotLen	Bases	create_date	version	BioProject	sub_species		tissue	Library Name	source_name	BREED	sex	age	GEO_Accession (exp)	treatment	BioSampleModel	cell_type	collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	cell_line	dev_stage	disease	sample_type	Sample_name	strain	isolate	AssemblyName	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	common_name	diagnosis	INSDC_center_name	INSDC_status	Submitter_Id	Cultivar	ecotype	INSDC_last_update	BIOMATERIAL_PROVIDER	external_id	genotype	tumor_grade	INSDC_first_public	date_of_surgery	ER_Allred_score	ER_status	lymphatic_vessel_invasion	Neuter_status	Scientific_Name	disease_state	ena_first_public	ena_last_update	Sample_id	dog_id	replicate	HER2_Score(Hercep_test_Score)	survival_status(until_2018-08-01)	ENA_first_public	isolation_source	Broker_name	phenotype	health_state	time	individual	Specimen_voucher	developmental_stage	INSDC_center_alias	tumor_location	tumor_type	geographic_location_(country_and/or_sea)	organism_part	ena_last_update	histopathological_classification	patient_id	store_cond	date_of_death	disease_stage	intentional_duplicate (run)	description	death_date	dethist	goldschmidt	histology	library_prep	patient_number	repselect	rin	sequencing_run	simhist	tumor_diameter	cell_line_short_name	Survival	collected_by	tumor	birth_date	Group	prep_type	library_prep_batch	organism_common_name	infection	tissue_type	genotype/variation	id	In-house_label (run)	library_name	birth_location	gender	developmental_age	Pedigree	sex_chromosomes	estimated_age	estimated_breed	Institution	Biological_Replicate	date_of_diagnosis	sampling_site	treatment_regime	storage_conditions	cell_passage	stimulus	Experimental_Factor:_phenotype (exp)	Alternate_Taxon_ID	location_of_metastasis	breeding_method	tissue_preservation	date_of_PD	immunophenotype	nature
DRR305798	RNA-Seq	SAMD00388886	RIKEN	public	DRX295234	Illumina HiSeq 2500	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2023-12-04T00:00:00Z	SAMD00388886	DRP010831	5675047313	"run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	202	10846307786	2023-12-04T10:14:00Z	1	PRJDB11793	familiaris		Cerebellum			Toy poodle															Dog with adult onset ataxia 2																																																																																									2														
SRR8996961	RNA-Seq	SAMN11526750	BROAD INSTITUTE	public	SRX5775849	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-05-01T00:00:00Z	Ace_396226_cerebellum	SRP114662	4663211270	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	16997983930	2019-05-01T13:20:00Z	1	PRJNA396033	familiaris		Cerebellum	Ace_396226_cerebellum		Yorkshire Terrier	male	11			Model organism or animal							Adult				not applicable	not applicable	AAEX03								not applicable	not applicable		"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																																																																									
SRR12899133	RNA-Seq	SAMN16553769	GEO	public	SRX9364183	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-10-27T00:00:00Z	GSM4860403	SRP288597	1055687107	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	100	3136962063	2020-10-26T12:52:00Z	1	PRJNA671877	familiaris		control		Fresh-frozen canine healthy brain tissue	Berner sennenhund			GSM4860403																																																																																																																			
SRR12899122	RNA-Seq	SAMN16553780	GEO	public	SRX9364172	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-10-27T00:00:00Z	GSM4860392	SRP288597	2472631904	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	99	7137706605	2020-10-26T13:08:00Z	1	PRJNA671877	familiaris		control		FFPE canine healthy brain tissue	Bolonka Swetna			GSM4860392																																																																																																																			
SRR12899134	RNA-Seq	SAMN16553768	GEO	public	SRX9364184	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-10-27T00:00:00Z	GSM4860404	SRP288597	2134036523	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	100	6173718015	2020-10-26T13:01:00Z	1	PRJNA671877	familiaris		control		Fresh-frozen canine healthy brain tissue	Bolonka Swetna			GSM4860404																																																																																																																			
SRR12899115	RNA-Seq	SAMN16553752	GEO	public	SRX9364165	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-10-27T00:00:00Z	GSM4860385	SRP288597	1253110807	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	95	3561407483	2020-10-26T12:53:00Z	1	PRJNA671877	familiaris		control		FFPE canine healthy brain tissue	French Bulldog			GSM4860385																																																																																																																			
SRR12899116	RNA-Seq	SAMN16553751	GEO	public	SRX9364166	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-10-27T00:00:00Z	GSM4860386	SRP288597	1615721675	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	94	4507406526	2020-10-26T12:56:00Z	1	PRJNA671877	familiaris		control		FFPE canine healthy brain tissue	French Bulldog			GSM4860386																																																																																																																			
SRR12899130	RNA-Seq	SAMN16553772	GEO	public	SRX9364180	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-10-27T00:00:00Z	GSM4860400	SRP288597	1101440073	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	100	3292101545	2020-10-26T12:51:00Z	1	PRJNA671877	familiaris		control		Fresh-frozen canine healthy brain tissue	Hovawart			GSM4860400																																																																																																																			
SRR8996997	RNA-Seq	SAMN11526831	BROAD INSTITUTE	public	SRX5775813	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-05-01T00:00:00Z	SanMcg_349891_cortex_frontal	SRP114662	3568331448	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	202	9996784868	2019-05-01T13:11:00Z	1	PRJNA396033	familiaris		Frontal Cortex	SanMcg_349891_cortex_frontal		Newfoundland	male	11			Model organism or animal							Adult				not applicable	not applicable									not applicable	not applicable		"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																																																																									
SRR8996959	RNA-Seq	SAMN11526752	BROAD INSTITUTE	public	SRX5775851	Illumina HiSeq 2500	PAIRED	RANDOM	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-05-01T00:00:00Z	Ace_396226_cortex_frontal	SRP114662	5882053003	"bam,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	21163739616	2019-05-01T13:23:00Z	1	PRJNA396033	familiaris		Frontal Cortex	Ace_396226_cortex_frontal		Yorkshire Terrier	male	11			Model organism or animal							Adult				not applicable	not applicable	AAEX03								not applicable	not applicable		"Dr. Andrew M. Hoffman\, Cummings School of Veterinary Medicine\, Tufts University"																																																																																									
SRR9872854	RNA-Seq	SAMN12412331	INDIANA UNIVERSITY SCHOOL OF MEDICINE	public	SRX6625571	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-07-31T00:00:00Z	N1-Normal-Brain-Tissue_S1	SRP216954	2299925031	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	75	6009508319	2019-07-31T15:07:00Z	1	PRJNA557484	familiaris		Normal Brain	N1  Normal Brain Tissue		Boxer	male	8			Model organism or animal												Normal Brain																																																																																																					
SRR9872853	RNA-Seq	SAMN12412332	INDIANA UNIVERSITY SCHOOL OF MEDICINE	public	SRX6625572	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-07-31T00:00:00Z	N2-Normal-Brain-Tissue_S2	SRP216954	2383475964	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	75	6120101084	2019-07-31T15:07:00Z	1	PRJNA557484	familiaris		Normal Brain	N2 Normal  Brain Tissue		Chesapeake Bay Retriever	female	3			Model organism or animal												Normal Brain																																																																																																					
SRR18300828	RNA-Seq	SAMN26581170	EOTVOS LORAND UNIVERSITY	public	SRX14438353	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto2	SRP363593	3699921950	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	9949015218	2022-03-12T05:58:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto2_S62_L005		Beagle	female	3			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300833	RNA-Seq	SAMN26581172	EOTVOS LORAND UNIVERSITY	public	SRX14438348	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto4	SRP363593	4209188098	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11387645974	2022-03-12T05:43:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto4_S64_L005		Border collie	female	1			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300834	RNA-Seq	SAMN26581173	EOTVOS LORAND UNIVERSITY	public	SRX14438347	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto5	SRP363593	3162284991	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	8517897618	2022-03-12T06:10:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto5_S65_L005		Boxer	female	1			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
SRR18300827	RNA-Seq	SAMN26581169	EOTVOS LORAND UNIVERSITY	public	SRX14438354	HiSeq X Ten	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-03-16T00:00:00Z	CL_eto1	SRP363593	4424049731	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	11895716580	2022-03-12T06:13:00Z	1	PRJNA815057	familiaris		Prefrontal cortex	Eto1_S61_L005		German shepherd dog	female	4			Model organism or animal																								Canine Brain and Tissue Bank (Etvs Lornd University; contact person: Enik Kubinyi Phd (PI))																																																																											1														
